"Species","SpecCode","AutoCtr","StockCode","FamCode","PopLWRef","LengthMin","LengthMax","Type","LmaxCompare","EsQ","Number","Sex","a","aTL","b","CoeffDetermination","SEa","SEb","SDa","SDb","LCLa","UCLa","LCLb","UCLb","Method","SpecimenType","Locality","DataRef","C_Code","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Priacanthus hamrur",5791,40966,6086,NA,55634,17,26.8,"TL",NA,NA,38,"male",0.017,NA,2.905,0.97,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Southern coast of Karnataka / 1999-2001",NA,"356",NA,65,2017-09-28,NA,2017-09-28,NA,NA,NA
"Priacanthus hamrur",5791,7658,6086,303,55787,4.5,33,"FL",NA,NA,106,"mixed",0.02997,NA,2.80085,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  5.7%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Pseudanthias squamipinnis",6568,8067,6889,289,30504,3.7,9,"SL","no",NA,3,"unsexed",0.0569,NA,2.65,0.998,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,3,2012-03-30,NA,NA,NA
"Pseudobalistes fuscus",4466,6107,4663,445,26587,26,57,"FL","Yes","Yes",46,"unsexed",0.232,NA,2.452,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",540,"540","Update of estimate in Ref. 5525.",3,1993-06-23,3,1998-05-22,NA,NA,NA
"Pseudobalistes fuscus",4466,6108,4663,445,55787,16.3,58,"FL",NA,NA,76,"mixed",0.07255,NA,2.76028,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.2%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Pterocaesio digramma",933,2469,949,459,26587,8,15.5,"FL",NA,"yes",82,"juvenile",0.00794,NA,3.283,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,3,2012-03-30,NA,NA,NA
"Pterocaesio digramma",933,2470,949,459,55787,8,15.5,"FL",NA,NA,82,"mixed",0.00691,NA,3.34132,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  5.2%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Pterocaesio digramma",933,37227,949,NA,108462,14.5,20,"SL",NA,"Yes",18,"unsexed",0.0057,NA,3.519,0.96,NA,NA,NA,NA,0.0020000000949949,0.0164000000804663,3.13899993896484,3.8989999294281,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-25,NA,2016-08-25,NA,NA,NA
"Pterocaesio tile",939,2472,955,459,30504,22.3,23.6,"TL",NA,NA,3,"unsexed",0.01121,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Pterocaesio tile",939,2473,955,459,30504,19,20.5,"SL",NA,NA,3,"unsexed",0.01743,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Pterocaesio tile",939,37229,955,NA,108462,5.7,17,"SL",NA,NA,18,"unsexed",0.013,NA,3.268,0.998,NA,NA,NA,NA,0.0107000004500151,0.0156999994069338,3.19000005722046,3.34500002861023,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-25,NA,2016-08-25,NA,NA,NA
"Pterocaesio trilineata",1886,10172,2082,459,26587,6,14,"FL",NA,NA,93,"unsexed",0.0124,NA,3.112,0.97417,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,65,2011-07-15,NA,NA,NA
"Pterocaesio trilineata",1886,10174,2082,459,55787,6,15,"FL",NA,NA,94,"mixed",0.01065,NA,3.17784,0.97417,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.8%",1531,2005-12-06,65,2011-07-15,NA,NA,NA
"Pterois volitans",5195,39947,6124,NA,100732,9,35,"TL",NA,"Yes",455,"unsexed",0.104,NA,3.3,0.98,NA,NA,NA,NA,0.0989999994635582,0.109999999403954,3.35999989509583,3.33999991416931,"Type I linear regression","fresh","Parque Nacional Arrecife Alacranes / 2010-2011",NA,"484",NA,65,2017-05-10,NA,2017-05-10,NA,NA,NA
"Pterois volitans",5195,43055,6124,NA,104259,9,38.9,"TL",NA,NA,776,"unsexed",0.011,NA,3.33,0.97,NA,0.017000000923872,NA,NA,NA,NA,3.29999995231628,3.36999988555908,"Type I linear regression",NA,"southern Gulf of Mexico / 2010-2012.",NA,"484",NA,65,2020-01-21,NA,2020-01-21,NA,NA,NA
"Pterois volitans",5195,41635,6124,NA,117481,2.7,39.1,"TL",NA,NA,1991,"mixed",0.00521,NA,3.24,0.97,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Little Cayman / 2011.",NA,"136",NA,65,2018-03-23,NA,2018-03-23,NA,NA,NA
"Pterois volitans",5195,42795,6124,NA,118187,15.7,39.5,"TL",NA,NA,125,"unsexed",0.0036,NA,3.3,0.95,NA,NA,NA,NA,0.00300000002607703,0.00499999988824129,3.17000007629395,3.42000007629395,"Type I linear regression",NA,"Reserva de la Biosfera Banco Chinchorro / 2013.",NA,"484",NA,65,2019-10-25,NA,2019-10-25,NA,NA,NA
"Pterois volitans",5195,42794,6124,NA,118187,1,36.67,"TL",NA,NA,324,"unsexed",0.004,NA,3.27,0.98,NA,NA,NA,NA,0.00400000018998981,0.00499999988824129,3.22000002861023,3.3199999332428,"Type I linear regression",NA,"Reserva de la Biosfera Banco Chinchorro / 2012.",NA,"484",NA,65,2019-10-25,NA,2019-10-25,NA,NA,NA
"Pterois volitans",5195,42796,6124,NA,118187,10,39.5,"TL",NA,NA,449,"unsexed",0.0041,NA,3.25,0.97,NA,NA,NA,NA,0.00400000018998981,0.00499999988824129,3.20000004768372,3.29999995231628,"Type I linear regression",NA,"Reserva de la Biosfera Banco Chinchorro / 2012-2013.",NA,"484",NA,65,2019-10-25,NA,2019-10-25,NA,NA,NA
"Pterois volitans",5195,42799,6124,NA,118187,6,38,"TL",NA,NA,149,"unsexed",0.0041,NA,3.25,0.97,NA,NA,NA,NA,0.00300000002607703,0.00499999988824129,3.17000007629395,3.32999992370605,"Type I linear regression",NA,"Parque Nacional Arrecifes de Xcalak / 2012.",NA,"484",NA,65,2019-10-25,NA,2019-10-25,NA,NA,NA
"Pterois volitans",5195,42801,6124,NA,118187,6,38,"TL",NA,NA,368,"unsexed",0.0049,NA,3.19,0.98,NA,NA,NA,NA,0.00400000018998981,0.00499999988824129,3.14000010490417,3.23000001907349,"Type I linear regression",NA,"Parque Nacional Arrecifes de Xcalak / 2012-2013.",NA,"484",NA,65,2019-10-25,NA,2019-10-25,NA,NA,NA
"Pterois volitans",5195,42800,6124,NA,118187,7,37.8,"TL",NA,NA,219,"unsexed",0.0052,NA,3.16,0.98,NA,NA,NA,NA,0.00499999988824129,0.00600000005215406,3.10999989509583,3.21000003814697,"Type I linear regression",NA,"Parque Nacional Arrecifes de Xcalak / 2013.",NA,"484",NA,65,2019-10-25,NA,2019-10-25,NA,NA,NA
"Pterois volitans",5195,42931,6124,NA,121172,6,38,"TL",NA,NA,934,"unsexed",0.00453,NA,3.34,0.98,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression",NA,"northern Gulf of Mexico / 2013-2014",NA,"840",NA,65,2019-11-14,NA,2019-11-14,NA,NA,NA
"Pygoplites diacanthus",6572,8068,6893,460,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.00514,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Pygoplites diacanthus",6572,8069,6893,460,30504,12.3,12.3,"TL",NA,NA,1,"unsexed",0.02762,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Rhinecanthus aculeatus",5839,7683,6136,445,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0179,NA,3.1,0.95258,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.394",3,1992-06-15,NA,1994-01-27,NA,NA,NA
"Rhinecanthus aculeatus",5839,7684,6136,445,48600,2.3,16.5,"TL",NA,"yes",36,"unsexed",0.0522,NA,2.641,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-05,NA,2003-09-05,NA,NA,NA
"Sargocentron caudimaculatum",4907,37254,5140,NA,108462,10,15,"SL",NA,NA,18,"unsexed",0.0391,NA,2.941,0.927,NA,NA,NA,NA,0.0135000003501773,0.113399997353554,2.50500011444092,3.37700009346008,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Sargocentron spiniferum",6507,8028,6828,243,26587,11.5,31.5,"FL",NA,NA,116,"unsexed",0.0236,NA,2.981,0.94868,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-17,NA,NA,NA
"Sargocentron spiniferum",6507,8029,6828,243,55787,11.5,31.5,"FL",NA,NA,122,"mixed",0.01541,NA,3.11881,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Sargocentron spiniferum",6507,39511,6828,NA,107958,16,32.6,"FL",NA,NA,616,"unsexed",0.0238,NA,3,0.95,NA,NA,NA,NA,0.0198999997228384,0.0285000000149012,2.94000005722046,3.05999994277954,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Sargocentron spiniferum",6507,46638,6828,NA,125598,13.1,36.5,"FL",NA,NA,1029,"unsexed",0.028,NA,2.94,0.97,NA,NA,NA,NA,0.0253999996930361,0.0308999996632338,2.90000009536743,2.97000002861023,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-06,NA,2021-12-06,NA,NA,NA
"Sargocentron spiniferum",6507,46979,6828,NA,125599,12.7,36,"FL",NA,NA,692,"unsexed",0.0307,NA,2.91,0.98,NA,NA,NA,NA,0.0276999995112419,0.0339000001549721,2.88000011444092,2.94000005722046,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Sargocentron spiniferum",6507,47782,6828,NA,125969,10.8,25.2,"TL",NA,NA,387,"unsexed",0.0165,NA,3.082,0.961,NA,NA,NA,NA,0.00480000022798777,0.0562999993562698,2.6470000743866,3.51699995994568,"type I linear regression",NA,"Visakhapatnam coast / 2013, 2016.",NA,"356","17.63, 83.265",65,2022-05-11,NA,2022-05-11,NA,NA,NA
"Sargocentron spiniferum",6507,48365,6828,NA,126389,17.7,45.8,"TL",NA,NA,685,"unsexed",0.0172,NA,2.9818,0.98,NA,NA,NA,NA,NA,NA,2.91000008583069,3.04999995231628,"Type I linear regression","fresh","Shalateen/2018-2019",126389,"818","Sampling was conducted from March 2018 to February 2019.",2448,2022-06-23,NA,2022-06-23,NA,NA,NA
"Scarus altipinnis",5540,7397,5830,364,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0233,NA,2.98,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.980",3,1992-06-14,NA,1994-01-27,NA,NA,NA
"Scarus altipinnis",5540,7398,5830,364,26587,15.5,44.5,"FL",NA,NA,11,"unsexed",0.0188,NA,3.026,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-21,NA,1998-05-23,NA,NA,NA
"Scarus altipinnis",5540,7399,5830,364,55787,11,44.5,"FL",NA,NA,19,"mixed",0.0184,NA,3.02932,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Scarus altipinnis",5540,39558,5830,NA,107958,20.2,46,"TL",NA,NA,2431,"unsexed",0.0206,NA,3,0.98,NA,NA,NA,NA,0.0193000007420778,0.0219999998807907,2.99000000953674,3.01999998092651,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Scarus altipinnis",5540,46676,5830,NA,125598,17,51.5,"TL",NA,NA,839,"unsexed",0.0173,NA,3.05,0.99,NA,NA,NA,NA,0.0162000004202127,0.0184000004082918,3.02999997138977,3.0699999332428,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Scarus altipinnis",5540,46980,5830,NA,125599,21.6,48,"FL",NA,NA,226,"unsexed",0.023,NA,2.99,0.98,NA,NA,NA,NA,0.0185000002384186,0.0285000000149012,2.9300000667572,3.04999995231628,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus dimidiatus",4973,38498,5206,NA,108462,10,26.5,"SL",NA,NA,25,"unsexed",0.0278,NA,3.049,0.973,NA,NA,NA,NA,0.0153000000864267,0.0504000000655651,2.83100008964539,3.26799988746643,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-04,NA,2016-11-04,NA,NA,NA
"Scarus forsteni",5545,39559,5835,NA,107958,19,39.1,"TL",NA,NA,1302,"unsexed",0.0142,NA,3.13,0.97,NA,NA,NA,NA,0.0127999996766448,0.0156999994069338,3.09999990463257,3.16000008583069,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Scarus forsteni",5545,46981,5835,NA,125599,21.4,46.6,"FL",NA,NA,166,"unsexed",0.0541,NA,2.73,0.93,NA,NA,NA,NA,0.0355999991297722,0.0816000029444695,2.60999989509583,2.84999990463257,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus frenatus",5546,7400,5836,364,13619,10.6,29.5,"SL",NA,NA,45,"mixed",0.032,NA,3.06,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lizard Is. (14°40'S, 145°28'E) and Outer Barrier Reefs",13619,"036",NA,3,1997-12-26,NA,2010-05-21,NA,NA,NA
"Scarus frenatus",5546,46982,5836,NA,125599,16.2,44.5,"FL",NA,NA,1781,"unsexed",0.0136,NA,3.14,0.99,NA,NA,NA,NA,0.0129000004380941,0.0144999995827675,3.11999988555908,3.16000008583069,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus globiceps",4970,6937,5203,364,30504,34.2,34.2,"TL","yes",NA,1,"unsexed",0.0155,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,3,2012-03-30,NA,NA,NA
"Scarus globiceps",4970,6938,5203,364,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02981,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Scarus globiceps",4970,39561,5203,NA,107958,17.1,37.2,"TL",NA,NA,100,"unsexed",0.0162,NA,3.09,0.98,NA,NA,NA,NA,0.0121999997645617,0.0215000007301569,3,3.1800000667572,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Scarus globiceps",4970,46983,5203,NA,125599,15.5,33.9,"FL",NA,NA,1264,"unsexed",0.0193,NA,3.04,0.95,NA,NA,NA,NA,0.0172000005841255,0.0217000003904104,3,3.0699999332428,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus niger",5550,7404,5840,364,13619,11.2,27.8,"SL",NA,NA,60,"mixed",0.0316,NA,3.09,0.992,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lizard Is. (14°40'S, 145°28'E) and Outer Barrier Reefs",13619,"036",NA,3,1997-12-26,3,2010-05-21,NA,NA,NA
"Scarus niger",5550,7405,5840,364,26587,15,43,"FL","Yes",NA,13,"unsexed",0.0142,NA,3.14,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-21,NA,1998-05-21,NA,NA,NA
"Scarus niger",5550,7406,5840,364,55787,15,43,"FL",NA,NA,13,"mixed",0.01335,NA,3.15996,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Scarus niger",5550,38500,5840,NA,108462,11,26,"SL",NA,NA,18,"unsexed",0.0142,NA,3.338,0.987,NA,NA,NA,NA,0.00760000012814999,0.0266999993473291,3.11500000953674,3.56200003623962,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-04,NA,2016-11-04,NA,NA,NA
"Scarus niger",5550,43875,5840,NA,122350,19.8,35.5,"TL",NA,NA,18,"unsexed",0.0411,NA,2.75,0.98,NA,0.150000005960464,NA,NA,NA,NA,2.44000005722046,3.05999994277954,"Type I linear regression","fresh","Egytian Red Sea coast / 2014-2016.",NA,"818",NA,65,2020-07-28,NA,2020-07-28,NA,NA,NA
"Scarus niger",5550,46984,5840,NA,125599,17.9,44.4,"TL",NA,NA,811,"unsexed",0.0148,NA,3.13,0.98,NA,NA,NA,NA,0.0131999999284744,0.0165999997407198,3.08999991416931,3.16000008583069,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus oviceps",5551,7407,5841,364,30504,20.8,20.8,"TL",NA,NA,1,"unsexed",0.018,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Scarus oviceps",5551,7408,5841,364,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02778,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Scarus oviceps",5551,41322,5841,NA,116914,19,26,"FL",NA,NA,24,"unsexed",0.0144,NA,3.1399,0.95,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Chuuk lagoon / 2014.",NA,"583",NA,65,2018-01-31,NA,2018-01-31,NA,NA,NA
"Scarus oviceps",5551,46985,5841,NA,125599,17,44.5,"TL",NA,NA,3995,"unsexed",0.0127,NA,3.18,0.97,NA,NA,NA,NA,0.0120000001043081,0.013399999588728,3.16000008583069,3.19000005722046,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus psittacus",5553,7409,5843,364,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0114,NA,3.163,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 1.847",3,1992-06-14,NA,1994-01-27,NA,NA,NA
"Scarus psittacus",5553,7410,5843,364,13619,10.4,19.3,"SL",NA,NA,40,"mixed",0.0483,NA,2.9,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lizard Is. (14°40'S, 145°28'E)",13619,"036",NA,3,1997-11-23,3,2010-05-21,NA,NA,NA
"Scarus psittacus",5553,7411,5843,364,26587,6.1,15,"FL",NA,NA,13,"unsexed",0.0222,NA,2.982,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-21,NA,1998-05-21,NA,NA,NA
"Scarus psittacus",5553,7412,5843,364,48600,4.3,22.6,"TL",NA,NA,2149,"unsexed",0.0258,NA,2.903,0.9006,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-05,NA,2003-09-05,NA,NA,NA
"Scarus psittacus",5553,7413,5843,364,55787,6.1,15,"FL",NA,NA,21,"mixed",0.01045,NA,3.31871,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  12.9%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Scarus psittacus",5553,35910,5843,NA,94645,4.6,31.3,"FL",NA,NA,99,"unsexed",0.0393,NA,3.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Great Barrier Reef",52229,"036",NA,3,2014-06-27,NA,2014-06-27,NA,NA,NA
"Scarus psittacus",5553,39562,5843,NA,107958,18,34,"TL",NA,NA,209,"unsexed",0.0141,NA,3.14,0.97,NA,NA,NA,NA,0.0111999996006489,0.0178999993950129,3.05999994277954,3.21000003814697,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Scarus psittacus",5553,46986,5843,NA,125599,18.2,43,"TL",NA,NA,311,"unsexed",0.0189,NA,3.03,0.95,NA,NA,NA,NA,0.0148999998345971,0.0240000002086163,2.95000004768372,3.09999990463257,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus rubroviolaceus",5555,7414,5845,364,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0136,NA,3.109,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 1.917",3,1992-06-15,NA,1994-01-31,NA,NA,NA
"Scarus rubroviolaceus",5555,39563,5845,NA,107958,18.7,47.8,"TL",NA,NA,1713,"unsexed",0.0114,NA,3.18,0.99,NA,NA,NA,NA,0.0107000004500151,0.0121999997645617,3.16000008583069,3.20000004768372,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Scarus rubroviolaceus",5555,38505,5845,NA,108462,14.5,31,"SL",NA,NA,11,"unsexed",0.0147,NA,3.27,0.984,NA,NA,NA,NA,0.00529999984428287,0.0408000014722347,2.95700001716614,3.58200001716614,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-04,NA,2016-11-04,NA,NA,NA
"Scarus rubroviolaceus",5555,46987,5845,NA,125599,17.2,54,"TL",NA,NA,4570,"unsexed",0.0115,NA,3.18,0.99,NA,NA,NA,NA,0.0110999997705221,0.0119000002741814,3.17000007629395,3.19000005722046,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scarus schlegeli",4975,6939,5208,364,13619,2.2,24.8,"SL",NA,NA,384,"mixed",0.0245,NA,3.12,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lizard Is. (14°40'S, 145°28'E)",13619,"036",NA,3,1997-11-23,3,2010-05-21,NA,NA,NA
"Scarus schlegeli",4975,6940,5208,364,26587,4.5,37,"TL","no",NA,68,"unsexed",0.0309,NA,2.87,0.96432,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-18,3,2012-03-30,NA,NA,NA
"Scarus schlegeli",4975,6941,5208,364,55787,4.5,37,"FL","no",NA,75,"mixed",0.02306,NA,2.96919,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9.7%",1531,2005-12-06,3,2012-03-30,NA,NA,NA
"Scarus schlegeli",4975,39564,5208,NA,107958,18.2,36.2,"TL",NA,NA,1618,"unsexed",0.0187,NA,3.03,0.95,NA,NA,NA,NA,0.0167999994009733,0.0208000000566244,3,3.05999994277954,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Scarus tricolor",6438,38506,6759,NA,108462,13,22,"SL",NA,NA,25,"unsexed",0.0229,NA,3.106,0.934,NA,NA,NA,NA,0.00820000004023314,0.0636000037193298,2.74900007247925,3.46300005912781,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-04,NA,2016-11-04,NA,NA,NA
"Scarus tricolor",6438,46988,6759,NA,125599,17,52.7,"TL",NA,NA,100,"unsexed",0.0223,NA,2.99,0.98,NA,NA,NA,NA,0.0167999994009733,0.0296000000089407,2.90000009536743,3.0699999332428,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Scolopsis bilineata",5885,7717,6194,324,26587,4.5,19,"FL",NA,NA,63,"unsexed",0.0149,NA,3.141,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-20,NA,NA,NA
"Scolopsis bilineata",5885,7718,6194,324,55787,3.5,19.4,"FL",NA,NA,104,"mixed",0.01383,NA,3.17378,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8.3%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Scolopsis bilineata",5885,43138,6194,NA,121521,9.6,15,"SL",NA,NA,16,"unsexed",0.0188,NA,3.232,0.966,NA,NA,NA,NA,0.00779999978840351,0.0454000011086464,2.88299989700317,3.58200001716614,"Type I linear regression",NA,"Davao Gulf / 2009-2012, 2016.",NA,"608",NA,65,2020-01-23,NA,2020-01-23,NA,NA,NA
"Siganus doliatus",4623,6531,4810,413,26587,2,22.5,"FL",NA,NA,68,"unsexed",0.0143,NA,3.164,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-18,3,1998-05-22,NA,NA,NA
"Siganus doliatus",4623,6532,4810,413,55787,2,22.5,"FL",NA,NA,669,"mixed",0.01036,NA,3.27208,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
